doi,author_name,given_name,family_name
10.1038/s41586-019-1608-2,Li Q,Qianhao,Li
10.1038/s41586-019-1608-2,Abengozar R,Raquel,Abengozar
10.1038/s41586-019-1608-2,Kim JI,Jacqueline I.,Kim
10.1038/s41586-019-1608-2,Shadaloey SA,Sorin A.,Shadaloey
10.1038/s41586-019-1608-2,Wu D,Dongling,Wu
10.1038/s41586-019-1608-2,Preiss P,Pamela,Preiss
10.1038/s41586-019-1608-2,Verma N,Narendra,Verma
10.1038/s41586-019-1608-2,Guo Y,Yuqi,Guo
10.1038/s41586-019-1608-2,Saxena A,Anjana,Saxena
10.1038/s41586-019-1608-2,Vardhan M,Mridula,Vardhan
10.1038/s41586-019-1608-2,Diskin B,Brian,Diskin
10.1038/s41586-019-1608-2,Wang W,Wei,Wang
10.1038/s41586-019-1608-2,Leinwand J,Joshua,Leinwand
10.1038/s41586-019-1608-2,Kurz E,Emma,Kurz
10.1038/s41586-019-1608-2,Kochen Rossi JA,Juan A.,Kochen Rossi
10.1038/s41586-019-1608-2,Hundeyin M,Mautin,Hundeyin
10.1038/s41586-019-1608-2,Zambrinis C,Constantinos,Zambrinis
10.1038/s41586-019-1608-2,Li X,Xin,Li
10.1038/s41586-019-1608-2,Saxena D,Deepak,Saxena
10.1038/s41586-019-1608-2,Miller G,George,Miller
10.1038/s41586-019-1608-2,Aykut B,Berk,Aykut
10.1038/s41586-019-1608-2,Pushalkar S,Smruti,Pushalkar
10.1038/s41586-019-1608-2,Chen R,Ruonan,Chen
10.1038/s41586-019-1608-2,Li Q,Qianhao,Li
10.1038/s41586-019-1608-2,Abengozar R,Raquel,Abengozar
10.1038/s41586-019-1608-2,Kim JI,Jacqueline I.,Kim
10.1038/s41586-019-1608-2,Shadaloey SA,Sorin A.,Shadaloey
10.1038/s41586-019-1608-2,Wu D,Dongling,Wu
10.1038/s41586-019-1608-2,Preiss P,Pamela,Preiss
10.1038/s41586-019-1608-2,Verma N,Narendra,Verma
10.1038/s41586-019-1608-2,Guo Y,Yuqi,Guo
10.1038/s41586-019-1608-2,Saxena A,Anjana,Saxena
10.1038/s41586-019-1608-2,Vardhan M,Mridula,Vardhan
10.1038/s41586-019-1608-2,Diskin B,Brian,Diskin
10.1038/s41586-019-1608-2,Wang W,Wei,Wang
10.1038/s41586-019-1608-2,Leinwand J,Joshua,Leinwand
10.1038/s41586-019-1608-2,Kurz E,Emma,Kurz
10.1038/s41586-019-1608-2,Kochen Rossi JA,Juan A.,Kochen Rossi
10.1038/s41586-019-1608-2,Hundeyin M,Mautin,Hundeyin
10.1038/s41586-019-1608-2,Zambrinis C,Constantinos,Zambrinis
10.1038/s41586-019-1608-2,Li X,Xin,Li
10.1038/s41586-019-1608-2,Saxena D,Deepak,Saxena
10.1038/s41586-019-1608-2,Miller G,George,Miller
10.1038/s41586-019-1608-2,Aykut B,Berk,Aykut
10.1038/s41586-019-1608-2,Pushalkar S,Smruti,Pushalkar
10.1038/s41586-019-1608-2,Chen R,Ruonan,Chen
10.1038/s41586-019-1608-2,Li Q,Qianhao,Li
10.1038/s41586-019-1608-2,Abengozar R,Raquel,Abengozar
10.1038/s41586-019-1608-2,Kim JI,Jacqueline I.,Kim
10.1038/s41586-019-1608-2,Shadaloey SA,Sorin A.,Shadaloey
10.1038/s41586-019-1608-2,Wu D,Dongling,Wu
10.1038/s41586-019-1608-2,Preiss P,Pamela,Preiss
10.1038/s41586-019-1608-2,Verma N,Narendra,Verma
10.1038/s41586-019-1608-2,Guo Y,Yuqi,Guo
10.1038/s41586-019-1608-2,Saxena A,Anjana,Saxena
10.1038/s41586-019-1608-2,Vardhan M,Mridula,Vardhan
10.1038/s41586-019-1608-2,Diskin B,Brian,Diskin
10.1038/s41586-019-1608-2,Wang W,Wei,Wang
10.1038/s41586-019-1608-2,Leinwand J,Joshua,Leinwand
10.1038/s41586-019-1608-2,Kurz E,Emma,Kurz
10.1038/s41586-019-1608-2,Kochen Rossi JA,Juan A.,Kochen Rossi
10.1038/s41586-019-1608-2,Hundeyin M,Mautin,Hundeyin
10.1038/s41586-019-1608-2,Zambrinis C,Constantinos,Zambrinis
10.1038/s41586-019-1608-2,Li X,Xin,Li
10.1038/s41586-019-1608-2,Saxena D,Deepak,Saxena
10.1038/s41586-019-1608-2,Miller G,George,Miller
10.1021/acschembio.9b00369,Tardu M,Mehmet,Tardu
10.1021/acschembio.9b00369,Jones JD,Joshua D.,Jones
10.1021/acschembio.9b00369,Kennedy RT,Robert T.,Kennedy
10.1021/acschembio.9b00369,Lin Q,Qishan,Lin
10.1021/acschembio.9b00369,Koutmou KS,Kristin S.,Koutmou
10.1021/acschembio.9b00369,Tardu M,Mehmet,Tardu
10.1021/acschembio.9b00369,Jones JD,Joshua D.,Jones
10.1021/acschembio.9b00369,Kennedy RT,Robert T.,Kennedy
10.1021/acschembio.9b00369,Lin Q,Qishan,Lin
10.1021/acschembio.9b00369,Koutmou KS,Kristin S.,Koutmou
10.1021/acschembio.9b00369,Tardu M,Mehmet,Tardu
10.1021/acschembio.9b00369,Jones JD,Joshua D.,Jones
10.1021/acschembio.9b00369,Kennedy RT,Robert T.,Kennedy
10.1021/acschembio.9b00369,Lin Q,Qishan,Lin
10.1021/acschembio.9b00369,Koutmou KS,Kristin S.,Koutmou
10.1021/acschembio.9b00369,Tardu M,Mehmet,Tardu
10.1021/acschembio.9b00369,Jones JD,Joshua D.,Jones
10.1021/acschembio.9b00369,Kennedy RT,Robert T.,Kennedy
10.1021/acschembio.9b00369,Lin Q,Qishan,Lin
10.1021/acschembio.9b00369,Koutmou KS,Kristin S.,Koutmou
10.1021/acschembio.9b00369,Tardu M,Mehmet,Tardu
10.1021/acschembio.9b00369,Jones JD,Joshua D.,Jones
10.1021/acschembio.9b00369,Kennedy RT,Robert T.,Kennedy
10.1021/acschembio.9b00369,Lin Q,Qishan,Lin
10.1021/acschembio.9b00369,Koutmou KS,Kristin S.,Koutmou
10.1038/s41586-022-04506-6,Vaishnav ED,Eeshit Dhaval,Vaishnav
10.1038/s41586-022-04506-6,de Boer CG,Carl G.,de Boer
10.1038/s41586-022-04506-6,Molinet J,Jennifer,Molinet
10.1038/s41586-022-04506-6,Yassour M,Moran,Yassour
10.1038/s41586-022-04506-6,Fan L,Lin,Fan
10.1038/s41586-022-04506-6,Adiconis X,Xian,Adiconis
10.1038/s41586-022-04506-6,Thompson DA,Dawn A.,Thompson
10.1038/s41586-022-04506-6,Levin JZ,Joshua Z.,Levin
10.1038/s41586-022-04506-6,Cubillos FA,Francisco A.,Cubillos
10.1038/s41586-022-04506-6,Regev A,Aviv,Regev
10.1038/s41586-022-04506-6,Vaishnav ED,Eeshit Dhaval,Vaishnav
10.1038/s41586-022-04506-6,de Boer CG,Carl G.,de Boer
10.1038/s41586-022-04506-6,Molinet J,Jennifer,Molinet
10.1038/s41586-022-04506-6,Yassour M,Moran,Yassour
10.1038/s41586-022-04506-6,Fan L,Lin,Fan
10.1038/s41586-022-04506-6,Adiconis X,Xian,Adiconis
10.1038/s41586-022-04506-6,Thompson DA,Dawn A.,Thompson
10.1038/s41586-022-04506-6,Levin JZ,Joshua Z.,Levin
10.1038/s41586-022-04506-6,Cubillos FA,Francisco A.,Cubillos
10.1038/s41586-022-04506-6,Regev A,Aviv,Regev
10.1038/s41586-022-04506-6,Vaishnav ED,Eeshit Dhaval,Vaishnav
10.1038/s41586-022-04506-6,de Boer CG,Carl G.,de Boer
10.1038/s41586-022-04506-6,Molinet J,Jennifer,Molinet
10.1038/s41586-022-04506-6,Yassour M,Moran,Yassour
10.1038/s41586-022-04506-6,Fan L,Lin,Fan
10.1038/s41586-022-04506-6,Adiconis X,Xian,Adiconis
10.1038/s41586-022-04506-6,Thompson DA,Dawn A.,Thompson
10.1038/s41586-022-04506-6,Levin JZ,Joshua Z.,Levin
10.1038/s41586-022-04506-6,Cubillos FA,Francisco A.,Cubillos
10.1038/s41586-022-04506-6,Regev A,Aviv,Regev
10.1038/s41586-022-04506-6,Vaishnav ED,Eeshit Dhaval,Vaishnav
10.1038/s41586-022-04506-6,de Boer CG,Carl G.,de Boer
10.1038/s41586-022-04506-6,Molinet J,Jennifer,Molinet
10.1038/s41586-022-04506-6,Yassour M,Moran,Yassour
10.1038/s41586-022-04506-6,Fan L,Lin,Fan
10.1038/s41586-022-04506-6,Adiconis X,Xian,Adiconis
10.1038/s41586-022-04506-6,Thompson DA,Dawn A.,Thompson
10.1038/s41586-022-04506-6,Levin JZ,Joshua Z.,Levin
10.1038/s41586-022-04506-6,Cubillos FA,Francisco A.,Cubillos
10.1038/s41586-022-04506-6,Regev A,Aviv,Regev
10.1038/s41586-022-04506-6,Vaishnav ED,Eeshit Dhaval,Vaishnav
10.1038/s41586-022-04506-6,de Boer CG,Carl G.,de Boer
10.1038/s41586-022-04506-6,Molinet J,Jennifer,Molinet
10.1038/s41586-022-04506-6,Yassour M,Moran,Yassour
10.1038/s41586-022-04506-6,Fan L,Lin,Fan
10.1038/s41586-022-04506-6,Adiconis X,Xian,Adiconis
10.1038/s41586-022-04506-6,Thompson DA,Dawn A.,Thompson
10.1038/s41586-022-04506-6,Levin JZ,Joshua Z.,Levin
10.1038/s41586-022-04506-6,Cubillos FA,Francisco A.,Cubillos
10.1038/s41586-022-04506-6,Regev A,Aviv,Regev
10.1038/s41586-022-04506-6,Vaishnav ED,Eeshit Dhaval,Vaishnav
10.1038/s41586-022-04506-6,de Boer CG,Carl G.,de Boer
10.1038/s41586-022-04506-6,Molinet J,Jennifer,Molinet
10.1038/s41586-022-04506-6,Yassour M,Moran,Yassour
10.1038/s41586-022-04506-6,Fan L,Lin,Fan
10.1038/s41586-022-04506-6,Adiconis X,Xian,Adiconis
10.1038/s41586-022-04506-6,Thompson DA,Dawn A.,Thompson
10.1038/s41586-022-04506-6,Levin JZ,Joshua Z.,Levin
10.1038/s41586-022-04506-6,Cubillos FA,Francisco A.,Cubillos
10.1038/s41586-022-04506-6,Regev A,Aviv,Regev
10.1038/s41586-022-04506-6,Vaishnav ED,Eeshit Dhaval,Vaishnav
10.1038/s41586-022-04506-6,de Boer CG,Carl G.,de Boer
10.1038/s41586-022-04506-6,Molinet J,Jennifer,Molinet
10.1038/s41586-022-04506-6,Yassour M,Moran,Yassour
10.1038/s41586-022-04506-6,Fan L,Lin,Fan
10.1038/s41586-022-04506-6,Adiconis X,Xian,Adiconis
10.1038/s41586-022-04506-6,Thompson DA,Dawn A.,Thompson
10.1038/s41586-022-04506-6,Levin JZ,Joshua Z.,Levin
10.1038/s41586-022-04506-6,Cubillos FA,Francisco A.,Cubillos
10.1038/s41586-022-04506-6,Regev A,Aviv,Regev
10.1038/s41586-022-04506-6,Vaishnav ED,Eeshit Dhaval,Vaishnav
10.1038/s41586-022-04506-6,de Boer CG,Carl G.,de Boer
10.1038/s41586-022-04506-6,Molinet J,Jennifer,Molinet
10.1038/s41586-022-04506-6,Yassour M,Moran,Yassour
10.1038/s41586-022-04506-6,Fan L,Lin,Fan
10.1038/s41586-022-04506-6,Adiconis X,Xian,Adiconis
10.1038/s41586-022-04506-6,Thompson DA,Dawn A.,Thompson
10.1038/s41586-022-04506-6,Levin JZ,Joshua Z.,Levin
10.1038/s41586-022-04506-6,Cubillos FA,Francisco A.,Cubillos
10.1038/s41586-022-04506-6,Regev A,Aviv,Regev
10.1038/s41586-019-0978-9,Luo X,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Reiter MA,Michael A.,Reiter
10.1038/s41586-019-0978-9,d’Espaux L,Leo,d’Espaux
10.1038/s41586-019-0978-9,Wong J,Jeff,Wong
10.1038/s41586-019-0978-9,Denby CM,Charles M.,Denby
10.1038/s41586-019-0978-9,Lechner A,Anna,Lechner
10.1038/s41586-019-0978-9,Zhang Y,Yunfeng,Zhang
10.1038/s41586-019-0978-9,Grzybowski AT,Adrian T.,Grzybowski
10.1038/s41586-019-0978-9,Harth S,Simon,Harth
10.1038/s41586-019-0978-9,Lin W,Weiyin,Lin
10.1038/s41586-019-0978-9,Lee H,Hyunsu,Lee
10.1038/s41586-019-0978-9,Yu C,Changhua,Yu
10.1038/s41586-019-0978-9,Shin J,John,Shin
10.1038/s41586-019-0978-9,Deng K,Kai,Deng
10.1038/s41586-019-0978-9,Benites VT,Veronica T.,Benites
10.1038/s41586-019-0978-9,Wang G,George,Wang
10.1038/s41586-019-0978-9,Baidoo EEK,Edward E. K.,Baidoo
10.1038/s41586-019-0978-9,Chen Y,Yan,Chen
10.1038/s41586-019-0978-9,Dev I,Ishaan,Dev
10.1038/s41586-019-0978-9,Petzold CJ,Christopher J.,Petzold
10.1038/s41586-019-0978-9,Keasling JD,Jay D.,Keasling
10.1038/s41586-019-0978-9,Luo X,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Reiter MA,Michael A.,Reiter
10.1038/s41586-019-0978-9,d’Espaux L,Leo,d’Espaux
10.1038/s41586-019-0978-9,Wong J,Jeff,Wong
10.1038/s41586-019-0978-9,Denby CM,Charles M.,Denby
10.1038/s41586-019-0978-9,Lechner A,Anna,Lechner
10.1038/s41586-019-0978-9,Zhang Y,Yunfeng,Zhang
10.1038/s41586-019-0978-9,Grzybowski AT,Adrian T.,Grzybowski
10.1038/s41586-019-0978-9,Harth S,Simon,Harth
10.1038/s41586-019-0978-9,Lin W,Weiyin,Lin
10.1038/s41586-019-0978-9,Lee H,Hyunsu,Lee
10.1038/s41586-019-0978-9,Yu C,Changhua,Yu
10.1038/s41586-019-0978-9,Shin J,John,Shin
10.1038/s41586-019-0978-9,Deng K,Kai,Deng
10.1038/s41586-019-0978-9,Benites VT,Veronica T.,Benites
10.1038/s41586-019-0978-9,Wang G,George,Wang
10.1038/s41586-019-0978-9,Baidoo EEK,Edward E. K.,Baidoo
10.1038/s41586-019-0978-9,Chen Y,Yan,Chen
10.1038/s41586-019-0978-9,Dev I,Ishaan,Dev
10.1038/s41586-019-0978-9,Petzold CJ,Christopher J.,Petzold
10.1038/s41586-019-0978-9,Keasling JD,Jay D.,Keasling
10.1038/s41586-019-0978-9,Luo X,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Reiter MA,Michael A.,Reiter
10.1038/s41586-019-0978-9,d’Espaux L,Leo,d’Espaux
10.1038/s41586-019-0978-9,Wong J,Jeff,Wong
10.1038/s41586-019-0978-9,Denby CM,Charles M.,Denby
10.1038/s41586-019-0978-9,Lechner A,Anna,Lechner
10.1038/s41586-019-0978-9,Zhang Y,Yunfeng,Zhang
10.1038/s41586-019-0978-9,Grzybowski AT,Adrian T.,Grzybowski
10.1038/s41586-019-0978-9,Harth S,Simon,Harth
10.1038/s41586-019-0978-9,Lin W,Weiyin,Lin
10.1038/s41586-019-0978-9,Lee H,Hyunsu,Lee
10.1038/s41586-019-0978-9,Yu C,Changhua,Yu
10.1038/s41586-019-0978-9,Shin J,John,Shin
10.1038/s41586-019-0978-9,Deng K,Kai,Deng
10.1038/s41586-019-0978-9,Benites VT,Veronica T.,Benites
10.1038/s41586-019-0978-9,Wang G,George,Wang
10.1038/s41586-019-0978-9,Baidoo EEK,Edward E. K.,Baidoo
10.1038/s41586-019-0978-9,Chen Y,Yan,Chen
10.1038/s41586-019-0978-9,Dev I,Ishaan,Dev
10.1038/s41586-019-0978-9,Petzold CJ,Christopher J.,Petzold
10.1038/s41586-019-0978-9,Keasling JD,Jay D.,Keasling
10.1038/s41586-019-0978-9,Luo X,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Reiter MA,Michael A.,Reiter
10.1038/s41586-019-0978-9,d’Espaux L,Leo,d’Espaux
10.1038/s41586-019-0978-9,Wong J,Jeff,Wong
10.1038/s41586-019-0978-9,Denby CM,Charles M.,Denby
10.1038/s41586-019-0978-9,Lechner A,Anna,Lechner
10.1038/s41586-019-0978-9,Zhang Y,Yunfeng,Zhang
10.1038/s41586-019-0978-9,Grzybowski AT,Adrian T.,Grzybowski
10.1038/s41586-019-0978-9,Harth S,Simon,Harth
10.1038/s41586-019-0978-9,Lin W,Weiyin,Lin
10.1038/s41586-019-0978-9,Lee H,Hyunsu,Lee
10.1038/s41586-019-0978-9,Yu C,Changhua,Yu
10.1038/s41586-019-0978-9,Shin J,John,Shin
10.1038/s41586-019-0978-9,Deng K,Kai,Deng
10.1038/s41586-019-0978-9,Benites VT,Veronica T.,Benites
10.1038/s41586-019-0978-9,Wang G,George,Wang
10.1038/s41586-019-0978-9,Baidoo EEK,Edward E. K.,Baidoo
10.1038/s41586-019-0978-9,Chen Y,Yan,Chen
10.1038/s41586-019-0978-9,Dev I,Ishaan,Dev
10.1038/s41586-019-0978-9,Petzold CJ,Christopher J.,Petzold
10.1038/s41586-019-0978-9,Keasling JD,Jay D.,Keasling
10.1038/s41586-019-0978-9,Luo X,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Reiter MA,Michael A.,Reiter
10.1038/s41586-019-0978-9,d’Espaux L,Leo,d’Espaux
10.1038/s41586-019-0978-9,Wong J,Jeff,Wong
10.1038/s41586-019-0978-9,Denby CM,Charles M.,Denby
10.1038/s41586-019-0978-9,Lechner A,Anna,Lechner
10.1038/s41586-019-0978-9,Zhang Y,Yunfeng,Zhang
10.1038/s41586-019-0978-9,Grzybowski AT,Adrian T.,Grzybowski
10.1038/s41586-019-0978-9,Harth S,Simon,Harth
10.1038/s41586-019-0978-9,Lin W,Weiyin,Lin
10.1038/s41586-019-0978-9,Lee H,Hyunsu,Lee
10.1038/s41586-019-0978-9,Yu C,Changhua,Yu
10.1038/s41586-019-0978-9,Shin J,John,Shin
10.1038/s41586-019-0978-9,Deng K,Kai,Deng
10.1038/s41586-019-0978-9,Benites VT,Veronica T.,Benites
10.1038/s41586-019-0978-9,Wang G,George,Wang
10.1038/s41586-019-0978-9,Baidoo EEK,Edward E. K.,Baidoo
10.1038/s41586-019-0978-9,Chen Y,Yan,Chen
10.1038/s41586-019-0978-9,Dev I,Ishaan,Dev
10.1038/s41586-019-0978-9,Petzold CJ,Christopher J.,Petzold
10.1038/s41586-019-0978-9,Keasling JD,Jay D.,Keasling
10.1038/s41586-019-0978-9,Luo X,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Reiter MA,Michael A.,Reiter
10.1038/s41586-019-0978-9,d’Espaux L,Leo,d’Espaux
10.1038/s41586-019-0978-9,Wong J,Jeff,Wong
10.1038/s41586-019-0978-9,Denby CM,Charles M.,Denby
10.1038/s41586-019-0978-9,Lechner A,Anna,Lechner
10.1038/s41586-019-0978-9,Zhang Y,Yunfeng,Zhang
10.1038/s41586-019-0978-9,Grzybowski AT,Adrian T.,Grzybowski
10.1038/s41586-019-0978-9,Harth S,Simon,Harth
10.1038/s41586-019-0978-9,Lin W,Weiyin,Lin
10.1038/s41586-019-0978-9,Lee H,Hyunsu,Lee
10.1038/s41586-019-0978-9,Yu C,Changhua,Yu
10.1038/s41586-019-0978-9,Shin J,John,Shin
10.1038/s41586-019-0978-9,Deng K,Kai,Deng
10.1038/s41586-019-0978-9,Benites VT,Veronica T.,Benites
10.1038/s41586-019-0978-9,Wang G,George,Wang
10.1038/s41586-019-0978-9,Baidoo EEK,Edward E. K.,Baidoo
10.1038/s41586-019-0978-9,Chen Y,Yan,Chen
10.1038/s41586-019-0978-9,Dev I,Ishaan,Dev
10.1038/s41586-019-0978-9,Petzold CJ,Christopher J.,Petzold
10.1038/s41586-019-0978-9,Keasling JD,Jay D.,Keasling
10.1038/s41586-019-0978-9,Luo X,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Reiter MA,Michael A.,Reiter
10.1038/s41586-019-0978-9,d’Espaux L,Leo,d’Espaux
10.1038/s41586-019-0978-9,Wong J,Jeff,Wong
10.1038/s41586-019-0978-9,Denby CM,Charles M.,Denby
10.1038/s41586-019-0978-9,Lechner A,Anna,Lechner
10.1038/s41586-019-0978-9,Zhang Y,Yunfeng,Zhang
10.1038/s41586-019-0978-9,Grzybowski AT,Adrian T.,Grzybowski
10.1038/s41586-019-0978-9,Harth S,Simon,Harth
10.1038/s41586-019-0978-9,Lin W,Weiyin,Lin
10.1038/s41586-019-0978-9,Lee H,Hyunsu,Lee
10.1038/s41586-019-0978-9,Yu C,Changhua,Yu
10.1038/s41586-019-0978-9,Shin J,John,Shin
10.1038/s41586-019-0978-9,Deng K,Kai,Deng
10.1038/s41586-019-0978-9,Benites VT,Veronica T.,Benites
10.1038/s41586-019-0978-9,Wang G,George,Wang
10.1038/s41586-019-0978-9,Baidoo EEK,Edward E. K.,Baidoo
10.1038/s41586-019-0978-9,Chen Y,Yan,Chen
10.1038/s41586-019-0978-9,Dev I,Ishaan,Dev
10.1038/s41586-019-0978-9,Petzold CJ,Christopher J.,Petzold
10.1038/s41586-019-0978-9,Keasling JD,Jay D.,Keasling
10.1038/s41586-019-0978-9,Luo X,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Reiter MA,Michael A.,Reiter
10.1038/s41586-019-0978-9,d’Espaux L,Leo,d’Espaux
10.1038/s41586-019-0978-9,Wong J,Jeff,Wong
10.1038/s41586-019-0978-9,Denby CM,Charles M.,Denby
10.1038/s41586-019-0978-9,Lechner A,Anna,Lechner
10.1038/s41586-019-0978-9,Zhang Y,Yunfeng,Zhang
10.1038/s41586-019-0978-9,Grzybowski AT,Adrian T.,Grzybowski
10.1038/s41586-019-0978-9,Harth S,Simon,Harth
10.1038/s41586-019-0978-9,Lin W,Weiyin,Lin
10.1038/s41586-019-0978-9,Lee H,Hyunsu,Lee
10.1038/s41586-019-0978-9,Yu C,Changhua,Yu
10.1038/s41586-019-0978-9,Shin J,John,Shin
10.1038/s41586-019-0978-9,Deng K,Kai,Deng
10.1038/s41586-019-0978-9,Benites VT,Veronica T.,Benites
10.1038/s41586-019-0978-9,Wang G,George,Wang
10.1038/s41586-019-0978-9,Baidoo EEK,Edward E. K.,Baidoo
10.1038/s41586-019-0978-9,Chen Y,Yan,Chen
10.1038/s41586-019-0978-9,Dev I,Ishaan,Dev
10.1038/s41586-019-0978-9,Petzold CJ,Christopher J.,Petzold
10.1038/s41586-019-0978-9,Keasling JD,Jay D.,Keasling
10.1038/s41586-019-0978-9,Luo X,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Reiter MA,Michael A.,Reiter
10.1038/s41586-019-0978-9,d’Espaux L,Leo,d’Espaux
10.1038/s41586-019-0978-9,Wong J,Jeff,Wong
10.1038/s41586-019-0978-9,Denby CM,Charles M.,Denby
10.1038/s41586-019-0978-9,Lechner A,Anna,Lechner
10.1038/s41586-019-0978-9,Zhang Y,Yunfeng,Zhang
10.1038/s41586-019-0978-9,Grzybowski AT,Adrian T.,Grzybowski
10.1038/s41586-019-0978-9,Harth S,Simon,Harth
10.1038/s41586-019-0978-9,Lin W,Weiyin,Lin
10.1038/s41586-019-0978-9,Lee H,Hyunsu,Lee
10.1038/s41586-019-0978-9,Yu C,Changhua,Yu
10.1038/s41586-019-0978-9,Shin J,John,Shin
10.1038/s41586-019-0978-9,Deng K,Kai,Deng
10.1038/s41586-019-0978-9,Benites VT,Veronica T.,Benites
10.1038/s41586-019-0978-9,Wang G,George,Wang
10.1038/s41586-019-0978-9,Baidoo EEK,Edward E. K.,Baidoo
10.1038/s41586-019-0978-9,Chen Y,Yan,Chen
10.1038/s41586-019-0978-9,Dev I,Ishaan,Dev
10.1038/s41586-019-0978-9,Petzold CJ,Christopher J.,Petzold
10.1038/s41586-019-0978-9,Keasling JD,Jay D.,Keasling
10.1038/s41586-019-0978-9,Luo X,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Reiter MA,Michael A.,Reiter
10.1038/s41586-019-0978-9,d’Espaux L,Leo,d’Espaux
10.1038/s41586-019-0978-9,Wong J,Jeff,Wong
10.1038/s41586-019-0978-9,Denby CM,Charles M.,Denby
10.1038/s41586-019-0978-9,Lechner A,Anna,Lechner
10.1038/s41586-019-0978-9,Zhang Y,Yunfeng,Zhang
10.1038/s41586-019-0978-9,Grzybowski AT,Adrian T.,Grzybowski
10.1038/s41586-019-0978-9,Harth S,Simon,Harth
10.1038/s41586-019-0978-9,Lin W,Weiyin,Lin
10.1038/s41586-019-0978-9,Lee H,Hyunsu,Lee
10.1038/s41586-019-0978-9,Yu C,Changhua,Yu
10.1038/s41586-019-0978-9,Shin J,John,Shin
10.1038/s41586-019-0978-9,Deng K,Kai,Deng
10.1038/s41586-019-0978-9,Benites VT,Veronica T.,Benites
10.1038/s41586-019-0978-9,Wang G,George,Wang
10.1038/s41586-019-0978-9,Baidoo EEK,Edward E. K.,Baidoo
10.1038/s41586-019-0978-9,Chen Y,Yan,Chen
10.1038/s41586-019-0978-9,Dev I,Ishaan,Dev
10.1038/s41586-019-0978-9,Petzold CJ,Christopher J.,Petzold
10.1038/s41586-019-0978-9,Keasling JD,Jay D.,Keasling
10.1038/s41586-019-0978-9,Luo X,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Reiter MA,Michael A.,Reiter
10.1038/s41586-019-0978-9,d’Espaux L,Leo,d’Espaux
10.1038/s41586-019-0978-9,Wong J,Jeff,Wong
10.1038/s41586-019-0978-9,Denby CM,Charles M.,Denby
10.1038/s41586-019-0978-9,Lechner A,Anna,Lechner
10.1038/s41586-019-0978-9,Zhang Y,Yunfeng,Zhang
10.1038/s41586-019-0978-9,Grzybowski AT,Adrian T.,Grzybowski
10.1038/s41586-019-0978-9,Harth S,Simon,Harth
10.1038/s41586-019-0978-9,Lin W,Weiyin,Lin
10.1038/s41586-019-0978-9,Lee H,Hyunsu,Lee
10.1038/s41586-019-0978-9,Yu C,Changhua,Yu
10.1038/s41586-019-0978-9,Shin J,John,Shin
10.1038/s41586-019-0978-9,Deng K,Kai,Deng
10.1038/s41586-019-0978-9,Benites VT,Veronica T.,Benites
10.1038/s41586-019-0978-9,Wang G,George,Wang
10.1038/s41586-019-0978-9,Baidoo EEK,Edward E. K.,Baidoo
10.1038/s41586-019-0978-9,Chen Y,Yan,Chen
10.1038/s41586-019-0978-9,Dev I,Ishaan,Dev
10.1038/s41586-019-0978-9,Petzold CJ,Christopher J.,Petzold
10.1038/s41586-019-0978-9,Keasling JD,Jay D.,Keasling
10.1038/s41586-019-0978-9,Luo X,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Reiter MA,Michael A.,Reiter
10.1038/s41586-019-0978-9,d’Espaux L,Leo,d’Espaux
10.1038/s41586-019-0978-9,Wong J,Jeff,Wong
10.1038/s41586-019-0978-9,Denby CM,Charles M.,Denby
10.1038/s41586-019-0978-9,Lechner A,Anna,Lechner
10.1038/s41586-019-0978-9,Zhang Y,Yunfeng,Zhang
10.1038/s41586-019-0978-9,Grzybowski AT,Adrian T.,Grzybowski
10.1038/s41586-019-0978-9,Harth S,Simon,Harth
10.1038/s41586-019-0978-9,Lin W,Weiyin,Lin
10.1038/s41586-019-0978-9,Lee H,Hyunsu,Lee
10.1038/s41586-019-0978-9,Yu C,Changhua,Yu
10.1038/s41586-019-0978-9,Shin J,John,Shin
10.1038/s41586-019-0978-9,Deng K,Kai,Deng
10.1038/s41586-019-0978-9,Benites VT,Veronica T.,Benites
10.1038/s41586-019-0978-9,Wang G,George,Wang
10.1038/s41586-019-0978-9,Baidoo EEK,Edward E. K.,Baidoo
10.1038/s41586-019-0978-9,Chen Y,Yan,Chen
10.1038/s41586-019-0978-9,Dev I,Ishaan,Dev
10.1038/s41586-019-0978-9,Petzold CJ,Christopher J.,Petzold
10.1038/s41586-019-0978-9,Keasling JD,Jay D.,Keasling
10.1038/s41586-019-0978-9,Luo X,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Reiter MA,Michael A.,Reiter
10.1038/s41586-019-0978-9,d’Espaux L,Leo,d’Espaux
10.1038/s41586-019-0978-9,Wong J,Jeff,Wong
