doi,author_name,given_name,family_name,keyword,pubmed_id,affiliation,institute,address
10.1016/j.cell.2022.01.009,Pucci F,Ferdinando,Pucci,Mannan,35148840,"Department of Otolaryngology-Head and Neck Surgery, Department of Cell, Developmental & Cancer Biology, Knight Cancer Institute, Oregon Health & Science University, Portland, OR, USA.",Oregon Health & Science University,"OHSU Physicians Pavilion, 3270 SW Pavilion Loop Suite 250, Portland, OR 97239, USA"
10.1016/j.cell.2022.01.009,Kruppa MD,Michael D.,Kruppa,Mannan,35148840,"Department of Biomedical Sciences, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
10.1016/j.cell.2022.01.009,Ma Z,Zuchao,Ma,Mannan,35148840,"Department of Surgery, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
10.1016/j.cell.2022.01.009,Lowman DW,Douglas W.,Lowman,Mannan,35148840,"Department of Surgery, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
10.1016/j.cell.2022.01.009,Ensley HE,Harry E.,Ensley,Mannan,35148840,"Department of Surgery, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
10.1016/j.cell.2022.01.009,Nanishi E,Etsuro,Nanishi,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Precision Vaccines Program, Boston, MA, USA.",Harvard Medical School,"55 Heath St, Boston, MA 02130, USA"
10.1016/j.cell.2022.01.009,Saito Y,Yoshine,Saito,Mannan,35148840,"Boston Children's Hospital, Precision Vaccines Program, Boston, MA, USA.",Unparsed,"300 Longwood Ave, Boston, MA 02115, USA"
10.1016/j.cell.2022.01.009,O’Meara TR,Timothy R.,O’Meara,,,,,
10.1016/j.cell.2022.01.009,Seo H,Hyuk-Soo,Seo,,,,,
10.1016/j.cell.2022.01.009,Dhe-Paganon S,Sirano,Dhe-Paganon,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Dana-Farber Cancer Institute, Department of Cancer Biology, Boston, MA, USA.",USA; Dana-Farber Cancer Institute,"450 Brookline Ave, Boston, MA 02215, USA"
10.1016/j.cell.2022.01.009,Dowling DJ,David J.,Dowling,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Precision Vaccines Program, Boston, MA, USA.",Harvard Medical School,"55 Heath St, Boston, MA 02130, USA"
10.1016/j.cell.2022.01.009,Frieman M,Matthew,Frieman,Mannan,35148840,"University of Maryland School of Medicine, Department of Microbiology and Immunology, Baltimore, MD, USA.",University of Maryland School of Medicine,"615 N Wolfe St, Baltimore, MD 21205, USA"
10.1016/j.cell.2022.01.009,Elledge SJ,Stephen J.,Elledge,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Howard Hughes Medical Institute, Division of Genetics, Brigham and Women's Hospital, Program in Virology, Boston, MA, USA.",USA; Howard Hughes Medical Institute,"4000 Jones Bridge Rd, Chevy Chase, MD 20815, USA"
10.1016/j.cell.2022.01.009,Levy O,Ofer,Levy,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Precision Vaccines Program, Boston, MA, USA; Broad Institute of MIT & Harvard, Cambridge, MA, USA.",USA; Broad Institute of MIT & Harvard,"Merkin Building, 415 Main St, Cambridge, MA 02142, USA"
10.1016/j.cell.2022.01.009,Irvine DJ,Darrell J.,Irvine,Mannan,35148840,"Massachusetts Institute of Technology, Department of Biological Engineering and Department of Materials Science and Engineering, Koch Institute for Integrative Cancer Research, Ragon Institute of MGH, MIT and Harvard, Cambridge, MA, USA; Howard Hughes Medical Institute, Chevy Chase, MD, USA.",Massachusetts Institute of Technology,"77 Massachusetts Ave, Cambridge, MA 02139, USA"
10.1016/j.cell.2022.01.009,Ploegh HL,Hidde L.,Ploegh,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Boston, MA, USA.",Harvard Medical School,"Copyright © 2020 Breault Lab - Boston Children's Hospital, Center for Life Science Boston, 16026 3 Blackfan St, Boston, MA 02115, USA"
10.1016/j.cell.2022.01.009,Williams DL,David L.,Williams,Mannan,35148840,"Department of Biomedical Sciences, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
10.1016/j.cell.2022.01.009,Zanoni I,Ivan,Zanoni,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA; Boston Children's Hospital, Division of Gastroenterology, Boston, MA, USA. Electronic address: ivan.zanoni@childrens.harvard.edu.",Harvard Medical School,"55 Heath St, Boston, MA 02130, USA"
10.1128/mSphere.00715-19,Ambati S,Suresh,Ambati,Mannan,31666315,"Department of Genetics, University of Georgia, Athens, Georgia, USA.",University of Georgia,"120 W Green St, Athens, GA 30602, USA"
10.1128/mSphere.00715-19,Ellis EC,Emma C.,Ellis,Mannan,31666315,"Department of Genetics, University of Georgia, Athens, Georgia, USA.",University of Georgia,"120 W Green St, Athens, GA 30602, USA"
10.1128/mSphere.00715-19,Lin J,Jianfeng,Lin,Mannan,31666315,"Department of Microbiology, University of Georgia, Athens, Georgia, USA.",University of Georgia,"Biological Sciences Building, 527 Biological Sciences Bldg, Athens, GA 30602, USA"
10.1128/mSphere.00715-19,Lin X,Xiaorong,Lin,Mannan,31666315,"Department of Microbiology, University of Georgia, Athens, Georgia, USA.",University of Georgia,"Biological Sciences Building, 527 Biological Sciences Bldg, Athens, GA 30602, USA"
10.1128/mSphere.00715-19,Lewis ZA,Zachary A.,Lewis,Mannan,31666315,"Department of Microbiology, University of Georgia, Athens, Georgia, USA.",University of Georgia,"Biological Sciences Building, 527 Biological Sciences Bldg, Athens, GA 30602, USA"
10.1128/mSphere.00715-19,Meagher RB,Richard B.,Meagher,Mannan,31666315,"Department of Genetics, University of Georgia, Athens, Georgia, USA meagher@uga.edu.",University of Georgia,"120 W Green St, Athens, GA 30602, USA"
10.3389/fimmu.2019.00504,Rizk DV,Dana V.,Rizk,Mannan,30941137,"Department of Medicine, University of Alabama at Birmingham, Birmingham, AL, United States.",University of Alabama at Birmingham,"510 20th St S, Birmingham, AL 35294, USA"
10.3389/fimmu.2019.00504,Maillard N,Nicolas,Maillard,Mannan,30941137,"Department of Nephrology, Dialysis, Transplantation, CHU de Saint-Etienne, GIMAP, EA3064, Université Jean Monnet, COMUE Université de Lyon, Rhône-Alpes, France.",Université Jean Monnet,"2 Rue Tréfilerie, 42100 Saint-Étienne, France"
10.3389/fimmu.2019.00504,Julian BA,Bruce A.,Julian,Mannan,30941137,"Department of Medicine, University of Alabama at Birmingham, Birmingham, AL, United States.",University of Alabama at Birmingham,"510 20th St S, Birmingham, AL 35294, USA"
10.3389/fimmu.2019.00504,Knoppova B,Barbora,Knoppova,Mannan,30941137,"Department of Immunology, Faculty of Medicine and Dentistry, Palacky University and University Hospital, Olomouc, Czechia.",Palacky University and University Hospital,"775 15, Hněvotínská 976/3, Nová Ulice, 779 00 Olomouc-Olomouc 9, Czechia"
10.3389/fimmu.2019.00504,Green TJ,Todd J.,Green,Mannan,30941137,"Department of Microbiology, University of Alabama at Birmingham, Birmingham, AL, United States.",University of Alabama at Birmingham,"1665 University Blvd #327, Birmingham, AL 35294, USA"
10.3389/fimmu.2019.00504,Novak J,Jan,Novak,Mannan,30941137,"Department of Microbiology, University of Alabama at Birmingham, Birmingham, AL, United States.",University of Alabama at Birmingham,"1665 University Blvd #327, Birmingham, AL 35294, USA"
10.3389/fimmu.2019.00504,Wyatt RJ,Robert J.,Wyatt,Mannan,30941137,"Department of Pediatrics, University of Tennessee Health Sciences Center, Memphis, TN, United States.",University of Tennessee Health Sciences Center,"50 N Dunlap St # 4624, Memphis, TN 38103, USA"
10.1016/j.ekir.2020.08.003,Lafayette RA,Richard A.,Lafayette,Mannan,33163724,"Division of Nephrology, Department of Medicine, Stanford University, Stanford, California, USA.",Stanford University,"300 Pasteur Dr Suite A175, Palo Alto, CA 94305, USA"
10.1016/j.ekir.2020.08.003,Rovin BH,Brad H.,Rovin,Mannan,33163724,"Division of Nephrology, The Ohio State University Wexner Medical Center, Columbus, Ohio, USA.",The Ohio State University Wexner Medical Center,"456 W 10th Ave, Columbus, OH 43210, USA"
10.1016/j.ekir.2020.08.003,Reich HN,Heather N.,Reich,Mannan,33163724,"Department of Medicine, University of Toronto, Toronto, Ontario, Canada.",University of Toronto,"500 University Ave, Toronto, ON M5G 1V7, Canada"
10.1016/j.ekir.2020.08.003,Tumlin JA,James A.,Tumlin,Mannan,33163724,"NephroNet Clinical Research Consortium, Atlanta, Georgia, USA.",Unparsed,"1936 Lenox Rd NE, Atlanta, GA 30306, USA"
10.1016/j.ekir.2020.08.003,Floege J,Jürgen,Floege,Mannan,33163724,"Department of Nephrology and Clinical Immunology, RWTH Aachen University Hospital, Aachen, Germany.",RWTH Aachen University Hospital,"Pauwelsstraße 30, 52074 Aachen, Germany"
10.1016/j.ekir.2020.08.003,Barratt J,Jonathan,Barratt,Mannan,33163724,"Department of Infection, Immunity and Inflammation, University of Leicester, Leicester, UK.",University of Leicester,"Leicester LE1 7RH, UK"
10.1111/myc.13451,Forster J,Johannes,Forster,Mannan,35506957,"Institut für Hygiene und Mikrobiologie, Julius-Maximilians-Universität Würzburg, Würzburg, Germany.",Julius-Maximilians-Universität Würzburg,"Josef-Schneider-Straße 2, 97080 Würzburg, Germany"
10.1111/myc.13451,Hoenigl M,Martin,Hoenigl,Mannan,35506957,"Division of Infectious Diseases and Global Public Health, University of California San Diego, San Diego, USA.",University of California San Diego,"4168 Front St, San Diego, CA 92103, USA"
10.1111/myc.13451,Suerbaum S,Sebastian,Suerbaum,Mannan,35506957,"Max von Pettenkofer-Institut für Hygiene und Medizinische Mikrobiologie, Medizinische Fakultät, LMU München, Munich, Germany.",Max von Pettenkofer-Institut für Hygiene und Medizinische Mikrobiologie,"Pettenkoferstraße 9A, 80336 München, Germany"
10.1111/myc.13451,Wagener J,Johannes,Wagener,Mannan,35506957,"Department of Clinical Microbiology, School of Medicine, Trinity College Dublin, The University of Dublin, St. James's Hospital Campus, Dublin, Ireland.",The University of Dublin,"Moyne Institute, Trinity College, Dublin, 2, Ireland"
10.1111/myc.13451,Dichtl K,Karl,Dichtl,Mannan,35506957,"Diagnostic and Research Institute of Hygiene, Microbiology and Environmental Medicine, Medical University of Graz, Graz, Austria.",Medical University of Graz,"Neue Stiftingtalstraße 6, 8010 Graz, Austria"
10.1038/s41586-021-04295-4,Stein KC,Kevin C.,Stein,Saccharomyces,35046576,"Department of Biology, Stanford University, Stanford, CA, USA.",Stanford University,"279 Campus Drive, Stanford, CA 94305, USA"
10.1038/s41586-021-04295-4,Morales-Polanco F,Fabián,Morales-Polanco,Saccharomyces,35046576,"Department of Biology, Stanford University, Stanford, CA, USA.",Stanford University,"279 Campus Drive, Stanford, CA 94305, USA"
10.1038/s41586-021-04295-4,van der Lienden J,Joris,van der Lienden,Saccharomyces,35046576,"Department of Biology, Stanford University, Stanford, CA, USA.",Stanford University,"279 Campus Drive, Stanford, CA 94305, USA"
10.1038/s41586-021-04295-4,Rainbolt TK,T. Kelly,Rainbolt,Saccharomyces,35046576,"Department of Biology, Stanford University, Stanford, CA, USA.",Stanford University,"279 Campus Drive, Stanford, CA 94305, USA"
10.1038/s41586-021-04295-4,Frydman J,Judith,Frydman,Saccharomyces,35046576,"Department of Genetics, Stanford University, Stanford, CA, USA. jfrydman@stanford.edu.",Stanford University,"291 Campus Drive, Stanford, CA 94305, USA"
10.1038/s41586-019-1608-2,Aykut B,Berk,Aykut,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA"
10.1038/s41586-019-1608-2,Pushalkar S,Smruti,Pushalkar,Saccharomyces,31578522,"Department of Basic Science and Craniofacial Biology, New York University College of Dentistry, New York, NY, USA.",New York University College of Dentistry,"112 E W 11th St, New York, NY 10003, USA"
10.1038/s41586-019-1608-2,Chen R,Ruonan,Chen,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA"
10.1038/s41586-019-1608-2,Li Q,Qianhao,Li,Saccharomyces,31578522,"Department of Basic Science and Craniofacial Biology, New York University College of Dentistry, New York, NY, USA.",New York University College of Dentistry,"112 E W 11th St, New York, NY 10003, USA"
10.1038/s41586-019-1608-2,Abengozar R,Raquel,Abengozar,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA"
10.1038/s41586-019-1608-2,Kim JI,Jacqueline I.,Kim,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA"
10.1038/s41586-019-1608-2,Shadaloey SA,Sorin A.,Shadaloey,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA"
10.1038/s41586-019-1608-2,Wu D,Dongling,Wu,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA"
10.1038/s41586-019-1608-2,Preiss P,Pamela,Preiss,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA"
10.1038/s41586-019-1608-2,Verma N,Narendra,Verma,Saccharomyces,31578522,"Department of Medicine, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"462 1st Ave. # 6, New York, NY 10016, USA"
10.1038/s41586-019-1608-2,Guo Y,Yuqi,Guo,Saccharomyces,31578522,"Department of Basic Science and Craniofacial Biology, New York University College of Dentistry, New York, NY, USA.",New York University College of Dentistry,"112 E W 11th St, New York, NY 10003, USA"
10.1038/s41586-019-1608-2,Saxena A,Anjana,Saxena,Saccharomyces,31578522,"Biology and Biochemistry Programs, Graduate Center CUNY, New York, NY, USA.",Unparsed,"365 5th Ave, New York, NY 10016, USA"
10.1038/s41586-019-1608-2,Vardhan M,Mridula,Vardhan,Saccharomyces,31578522,"Department of Basic Science and Craniofacial Biology, New York University College of Dentistry, New York, NY, USA.",New York University College of Dentistry,"112 E W 11th St, New York, NY 10003, USA"
10.1038/s41586-019-1608-2,Diskin B,Brian,Diskin,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA"
10.1038/s41586-019-1608-2,Wang W,Wei,Wang,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA"
10.1038/s41586-019-1608-2,Leinwand J,Joshua,Leinwand,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA"
10.1038/s41586-019-1608-2,Kurz E,Emma,Kurz,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA"
