,name,affiliations,email,website,interests,thumbnail
298,Yu Hua,"Postdoctor, National Institute of Biological Sciences, Beijing",Verified email at nibs.ac.cn,,"[{'title': 'intragenomic conflict', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:intragenomic_conflict', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aintragenomic_conflict'}, {'title': 'hybrid sterility', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:hybrid_sterility', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ahybrid_sterility'}, {'title': 'genome stability', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genome_stability', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenome_stability'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
299,Tim Smith,"Research Chemist, USDA Agricultural Research Service",Verified email at usda.gov,https://www.ars.usda.gov/plains-area/clay-center-ne/marc/gbahru/,"[{'title': 'Genome biology of livestock species', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genome_biology_of_livestock_species', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenome_biology_of_livestock_species'}, {'title': 'metagenomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:metagenomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ametagenomics'}, {'title': 'microbial genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbial_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobial_genomics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WoHKExsAAAAJ&citpid=1
300,Ralph Wiedmann,Unknown affiliation,Verified email at valuedmerchants.com,,"[{'title': 'bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JWMJ2UoAAAAJ&citpid=1
301,Jamal Sabir,"Center of Excellence in Bionanoscience Research, King Abdulaziz University",Verified email at kau.edu.sa,,"[{'title': 'Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetics'}, {'title': 'Molecular Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}, {'title': 'Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiotechnology'}, {'title': 'Infectious Diseases', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:infectious_diseases', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ainfectious_diseases'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TAPd8v4AAAAJ&citpid=1
302,Noa Lamm,"Head of the Nuclear Dynamics Group, Children's Medical Research Institute (CMRI)",Verified email at cmri.org.au,https://www.cmrijeansforgenes.org.au/researchers/noa-lamm-shalem,"[{'title': 'Cancer', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cancer', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acancer'}, {'title': 'DNA damage', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:dna_damage', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adna_damage'}, {'title': 'Replication stress', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:replication_stress', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Areplication_stress'}, {'title': 'Nuclear dynamics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:nuclear_dynamics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Anuclear_dynamics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XvWGXvwAAAAJ&citpid=2
303,Giovanni Bernardini,Università dell'Insubria,Verified email at uninsubria.it,,"[{'title': 'biologia', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biologia', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiologia'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
304,Joseph Heras,"California State University, San Bernardino",Verified email at csusb.edu,http://josephheras.weebly.com/,"[{'title': 'Comparative Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:comparative_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acomparative_genomics'}, {'title': 'Evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolution'}, {'title': 'Diet Adaptations', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:diet_adaptations', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adiet_adaptations'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=AuA_tYMAAAAJ&citpid=6
305,Ben F Koop,"Biology, University of Victoria",Verified email at uvic.ca,,"[{'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'molecular_biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}, {'title': 'evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolution'}, {'title': 'immunology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:immunology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aimmunology'}, {'title': 'salmon', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:salmon', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asalmon'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PCvrlSgAAAAJ&citpid=3
306,Andres Aguilar,California State University Los Angeles,Verified email at calstatela.edu,https://andresaguilar.weebly.com/,"[{'title': 'Evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolution'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
307,Nobuaki Kono,"Institute for Advanced Biosciences, Keio University",Verified email at sfc.keio.ac.jp,https://nkono.org/,,https://scholar.google.com/citations/images/avatar_scholar_128.png
308,Kazuharu Arakawa,"Institute for Advanced Biosciences, Keio University",Verified email at sfc.keio.ac.jp,http://vu9.sfc.keio.ac.jp/faculty_profile/cgi/f_profile_e.cgi?id=14eeeb102c301e24,"[{'title': 'Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}, {'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'Molecular Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}, {'title': 'Systems Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:systems_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asystems_biology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=01j3jnIAAAAJ&citpid=2
309,Xiaolin Liao,"Institute of Hydroecology, Ministry of Water Resources & Chinese Academy of Sciences",Verified email at mail.ihe.ac.cn,http://www.ihe.ac.cn/IHE/node/705,"[{'title': 'ecological genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:ecological_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aecological_genomics'}, {'title': 'population genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:population_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apopulation_genomics'}, {'title': 'conservation biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:conservation_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aconservation_biology'}, {'title': 'breeding', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:breeding', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abreeding'}, {'title': 'sex identification', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:sex_identification', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asex_identification'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_U9Y-u8AAAAJ&citpid=4
310,Peng Xu （徐鹏）,"College of Ocean and Earth Sciences, Xiamen University",Verified email at xmu.edu.cn,https://coeoa.xmu.edu.cn/t/XP/,"[{'title': 'Fish Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:fish_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afish_genetics'}, {'title': 'Genetic Breeding', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetic_breeding', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetic_breeding'}, {'title': 'Molecular Ecology and Evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_ecology_and_evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_ecology_and_evolution'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=NHCVAWUAAAAJ&citpid=7
311,Guoqing lu,University of Nebraska at Omaha,Verified email at unomaha.edu,http://bioinfo-srv1.awh.unomaha.edu/,"[{'title': 'Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}, {'title': 'genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'systems biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:systems_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asystems_biology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
312,Yannick Pauchet,"Project leader, Department of Entomology, Max Planck Institute for Chemical Ecology",Verified email at ice.mpg.de,,"[{'title': 'Entomology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:entomology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aentomology'}, {'title': 'Horizontal gene transfer', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:horizontal_gene_transfer', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ahorizontal_gene_transfer'}, {'title': 'Molecular Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
313,Huanshun Yin,Shandong Agricultural University,Verified email at sdau.edu.cn,,,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eGsmugIAAAAJ&citpid=3
314,Stephen Tsoi,"Research Scientist, University of Alberta",Verified email at ualberta.ca,,"[{'title': 'Comparative and Functional genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:comparative_and_functional_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acomparative_and_functional_genomics'}, {'title': 'molecular evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_evolution'}, {'title': 'reproductive biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:reproductive_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Areproductive_biology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
315,Chi Zhou,University of Arizona,Verified email at arizona.edu,,"[{'title': 'Endothelial Function', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:endothelial_function', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aendothelial_function'}, {'title': 'Preeclampsia', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:preeclampsia', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apreeclampsia'}, {'title': 'Placenta', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:placenta', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplacenta'}, {'title': 'Reproductive Physiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:reproductive_physiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Areproductive_physiology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dUir_SkAAAAJ&citpid=3
